"","Plant.ID","Pop","Block","X","Flowering_Date","Leaf_Toughness","Water_Content","Growth_Rate","Bolt_Date","SLA","Above_mass","Below_mass","Num_Trichomes","Leaf_Herb_Sept","bug","Hight","Leaf_herb_July","S.florida","M.brevivatella","Fruit_no_damage","Fruit_correction","Seeds_per_fruit","Seeds","Latitude","Longitude","Distance","MAT","MSP","CMD","RH","MAT_Distance","MSP_Distance","CMD_Distance","RH_Distance"
"375",438,761,3,"",NA,150,73.66071429,NA,NA,76.99981985,NA,NA,202,1.125,0,0,3.2,NA,NA,0,0,0,0,35.357709,-76.224503,1004,16.6,632,119,66,8.7,176,-2,-3
"376",439,761,4,"",206,135,70.71931196,0.129040889,134,101.867466,22.1,2.2,167,1.5,8,107,0.3,0,1,54.82,1,159.26356,8731,35.357709,-76.224503,1004,16.6,632,119,66,8.7,176,-2,-3
"377",440,761,5,"",197,135,72.10884354,0.072579168,131,48.72197038,63,6,120,1.3,13,161,0.5,NA,NA,0,1,32.65640212,0,35.357709,-76.224503,1004,16.6,632,119,66,8.7,176,-2,-3
"378",442,762,2,"",249,120,76.04347826,0.113465478,130,49.96171517,195.5,18.3,81,0.6,3,180,0.2,0,2,326.64,1,138.98730352,45399,35.991865,-78.690216,895,15.1,530,266,61,7.2,74,145,-8
"379",444,762,5,"a",NA,135,80.0511509,NA,NA,166.3979158,NA,0.7,96,0.5,NA,0,NA,NA,NA,0,0,0,0,35.991865,-78.690216,895,15.1,530,266,61,7.2,74,145,-8
"380",445,762,5,"b",NA,185,NA,NA,NA,NA,16.1,2.6,164,1.9,0,87,3.8,0,0,33,1,187.5420244,6189,35.991865,-78.690216,895,15.1,530,266,61,7.2,74,145,-8
"381",446,763,1,"",204,70,77.47933884,0.087506126,129,51.09942502,22.8,2.6,112,1.9,12,129,0.6,1,2,48.64,1,248.0015634,12063,35.909561,-82.213181,930,11,574,106,58,3.1,118,-15,-11
"382",447,763,2,"",219,130,67.57575758,0.047712125,143,95.66360079,3.2,NA,96,0.4,5,67,0.6,0,0,8,1,211.61983432,1693,35.909561,-82.213181,930,11,574,106,58,3.1,118,-15,-11
"383",448,763,3,"",207,100,72.46376812,0.117855316,129,63.03356039,28.3,2.2,266,0.4,9,136,0.6,0,1,68.82,1,184.68113856,12710,35.909561,-82.213181,930,11,574,106,58,3.1,118,-15,-11
"384",449,763,4,"",207,130,72.02072539,0.053013473,129,NA,14.2,0.9,223,0.5,8,114,0.1,5,0,67,1,199.54514056,13370,35.909561,-82.213181,930,11,574,106,58,3.1,118,-15,-11
"385",450,763,5,"",202,NA,68.36823735,0.090323706,129,53.68408493,24.4,NA,140,NA,17,NA,NA,0,0,71,1,614.212836,43609,35.909561,-82.213181,930,11,574,106,58,3.1,118,-15,-11
"386",452,765,1,"",248,145,80.91521816,0.115710298,159,55.03841363,70.7,8.9,81,0.1,0,127,0.8,0,0,85,1,115.07278,9781,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7
"387",453,765,2,"",131,95,78.46889952,0.123771484,132,54.96138296,114.6,12.5,76,1.4,8,151,0.2,0,0,284,1,192.275,54606,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7
"388",454,765,3,"",NA,70,69.26108374,NA,NA,40.13276252,1.2,0.1,126,0.5,0,0,0.857142857,NA,NA,0,0,0,0,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7
"389",455,765,4,"",246,100,71.38873397,0.069897,134,54.69346536,67.9,6.5,184,0.8,8,133,0.2,0,0,154,1,248.68221232,38297,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7
"390",456,765,5,"",246,110,72.56097561,0.12187889,131,41.40211716,55.2,6.6,211,2.2,9,133,0.6,0,0,113,1,109.6532,12391,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7
"391",457,766,1,"",246,100,79.3639576,0.106026945,131,52.60536922,204.5,17.1,342,1.7,8,183,0,0,0,315,1,222.87309124,70205,35.030126,-83.015846,1040,13.1,871,0,59,5.2,415,-121,-10
"392",458,766,2,"",252,115,79.32446264,0.106026945,131,61.40720582,88.1,8.7,94,3.8,23,124,0,0,0,140,1,96.85467776,13560,35.030126,-83.015846,1040,13.1,871,0,59,5.2,415,-121,-10
"393",459,766,4,"",248,125,73.51965893,0.123771484,130,55.58373408,22.8,NA,127,3.4,7,127,2.1,0,0,37,1,191.99901616,7104,35.030126,-83.015846,1040,13.1,871,0,59,5.2,415,-121,-10
"394",460,766,5,"",249,175,71.81558935,0.100343332,130,47.1994088,190.2,21.5,24,1.2,12,97,0,0,0,44,1,137.72156364,6060,35.030126,-83.015846,1040,13.1,871,0,59,5.2,415,-121,-10
"395",461,766,5,"",244,115,77.83330359,0.119909027,130,52.11666639,22.9,3.5,103,1.2,15,187,0.4,0,0,385,1,180.183232,69371,35.030126,-83.015846,1040,13.1,871,0,59,5.2,415,-121,-10
"396",462,767,1,"",239,135,76.01668405,0.117855316,129,37.25797735,357,NA,63,2,8,170,0.2,0,0,497,1,179.3668,89145,35.854604,-77.055511,932,15.7,617,183,61,7.8,161,62,-8
"397",463,767,3,"",246,130,74.81026382,0.119909027,131,39.2895529,77.1,7.6,286,0.6,9,141,0.5,0,0,40,1,534.8122144,21392,35.854604,-77.055511,932,15.7,617,183,61,7.8,161,62,-8
"398",464,767,3,"2",249,115,73.14751869,0.069897,134,51.09942502,21.5,2.6,154,1.1,7,114,0.1,0,0,123,1,236.8712,29135,35.854604,-77.055511,932,15.7,617,183,61,7.8,161,62,-8
"399",465,767,4,"",239,175,73.05182342,0.16647895,138,95.66360079,NA,27.1,114,2.7,8,194,0.6,0,0,587,1,186.304375,109361,35.854604,-77.055511,932,15.7,617,183,61,7.8,161,62,-8
"400",466,767,5,"A",NA,NA,72.62979684,0.047712125,142,63.03356039,13.9,2.2,120,1.5,0,NA,NA,0,0,32,1,192.8259052,6170,35.854604,-77.055511,932,15.7,617,183,61,7.8,161,62,-8
"401",468,768,1,"",231,140,79.05165114,0.093899782,131,53.68408493,111.9,NA,201,1.6,1,149,0.5,0,0,280,1,216.20337304,60537,40.031183,-81.588455,475,10.8,474,246,59,2.9,18,125,-10
"402",469,768,2,"",230,110,78.69986169,0.090323706,131,68.71375,52,4.3,112,1.5,11,119,0,0,0,146,1,256.66465252,37473,40.031183,-81.588455,475,10.8,474,246,59,2.9,18,125,-10
"403",470,768,3,"",242,95,76.79425837,0.065321251,133,55.03841363,35.6,3.4,24,2.3,36,104,1.2,6,0,70,1,205.917616,14414,40.031183,-81.588455,475,10.8,474,246,59,2.9,18,125,-10
"404",471,768,4,"",230,145,71.87358916,0.093899782,132,54.96138296,77.2,6.7,125,0.8,0,99,1,0,0,200,1,170.8157,34163,40.031183,-81.588455,475,10.8,474,246,59,2.9,18,125,-10
"405",472,768,5,"",235,NA,68.94577299,0.090308999,134,40.13276252,138.2,12,105,4,21,144,0.7,11,0,465,1,218.138,101434,40.031183,-81.588455,475,10.8,474,246,59,2.9,18,125,-10
"406",473,769,1,"",122,110,67.23356009,0.1,134,54.69346536,67.9,5.1,132,1.9,3,126,0.4,6,0,164,1,212.885248,34913,40.298672,-83.067963,509,10.3,456,256,60,2.4,0,135,-9
"407",474,769,2,"",226,135,96.98968147,0.129040889,127,41.40211716,NA,NA,33,0.888888889,39,NA,0.1,0,0,795,1,159.2828524,126630,40.298672,-83.067963,509,10.3,456,256,60,2.4,0,135,-9
"408",475,769,3,"",226,175,66.1171622,0.117855316,130,52.60536922,64.5,7.1,160,1.7,5,140,1.5,6,0,130,1,270.47912,35162,40.298672,-83.067963,509,10.3,456,256,60,2.4,0,135,-9
"409",476,769,4,"",226,120,71.14479875,0.108635956,131,61.40720582,22.7,2.3,93,0.4,7,114,0.8,8,0,51,1,201.02139128,10252,40.298672,-83.067963,509,10.3,456,256,60,2.4,0,135,-9
"410",477,769,5,"",234,180,69.5748731,0.135275994,130,55.58373408,167.4,13.7,87,0.8,11,58,0,34,1,299.82,1,181.6036,54448,40.298672,-83.067963,509,10.3,456,256,60,2.4,0,135,-9
"411",478,770,2,"",204,70,68.56478791,0.033447777,131,47.1994088,20.5,NA,36,7.5,26,NA,0.2,0,0,63,1,273.22035568,17213,39.96173,-82.491264,513,10.5,503,210,59,2.6,47,89,-10
"412",479,770,3,"",204,110,66.94677871,0.115710298,130,52.11666639,17,1.6,205,2.3,NA,NA,1,12,0,52,1,204.931094,10656,39.96173,-82.491264,513,10.5,503,210,59,2.6,47,89,-10
"413",480,770,4,"",200,130,67.98715203,0.053013473,130,37.25797735,20.5,1.7,20,1.4,17,133,0.4,0,1,70.82,1,177.31501132,12557,39.96173,-82.491264,513,10.5,503,210,59,2.6,47,89,-10
"414",481,770,5,"",213,125,65.67741935,0.053013473,129,39.2895529,21.9,1.4,150,0.3,15,88,0.3,0,0,86,1,181.4970724,15609,39.96173,-82.491264,513,10.5,503,210,59,2.6,47,89,-10
"415",482,771,1,"",220,155,78.66157599,0.111111111,131,51.2661986,227.9,18,82,1.4,10,141,0.2,13,0,495,1,212.52736,105201,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"416",483,771,2,"",219,165,74.95337995,0.106026945,131,49.64590155,385.7,24.1,88,1.4,6,158,0.1,0,0,707,1,218.07276,154177,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"417",484,771,3,"",234,110,78.11233353,0.097229029,131,82.32685142,7.9,0.8,188,3,5,82,0.1,0,0,20,1,225.5008,4510,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"418",485,771,4,"",234,110,74.64370546,0.05187675,133,37.50707557,6.8,0.6,270,0.7,18,79,2.1,0,0,22,1,138.6609544,3051,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"419",486,771,5,"",228,155,70.01663894,0.115710298,131,43.99989706,32.4,5.6,83,0.6,2,110,0.1,3,0,74,1,203.11045996,15030,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9
"420",487,772,1,"",208,190,75.41436464,0.082262521,131,54.99987132,4.9,0.2,22,2.4,6,80,0.5,0,1,14.82,1,177.9693592,2638,45.573164,-122.156479,3336,11.2,349,257,67,3.3,-107,136,-2
"421",488,772,2,"",NA,115,79.67450271,0.093899782,131,57.16143832,20.4,1,96,4.8,18,NA,0.3,0,5,55.1,1,231.5636464,12759,45.573164,-122.156479,3336,11.2,349,257,67,3.3,-107,136,-2
"422",489,772,3,"",193,130,77.68488746,0.100343332,131,49.0567247,10.1,1.1,73,1.8,17,101,NA,0,3,22.46,1,270.37302112,6073,45.573164,-122.156479,3336,11.2,349,257,67,3.3,-107,136,-2
"423",490,772,4,"",196,140,71.76840215,0.130676807,130,31.09256384,21,1.4,105,0.9,5,110,0.3,13,7,70.74,1,181.54452984,12842,45.573164,-122.156479,3336,11.2,349,257,67,3.3,-107,136,-2
"424",491,773,1,"",201,130,81.48802018,0.093899782,129,50.5404223,36.4,NA,137,2.1,14,95,4.9,17,8,144.56,1,205.09,29648,45.523432,-122.676208,3377,12,192,423,67,4.1,-264,302,-2
"425",492,773,2,"",209,100,75.68766637,0.039794001,137,60.50833301,5.3,0.5,156,4.8,10,NA,6.4,0,7,10.74,1,249.826,2683,45.523432,-122.676208,3377,12,192,423,67,4.1,-264,302,-2
"426",493,773,3,"",195,115,75.81120944,0.113465478,130,46.97357431,8.3,0.7,41,0.4,11,90,0.3,0,5,28.1,1,235.78269856,6625,45.523432,-122.676208,3377,12,192,423,67,4.1,-264,302,-2
"427",495,773,5,"",198,160,75.1059322,0.100343332,129,61.74513856,9.1,0.8,163,0.8,3,99,0.2,4,18,18.76,1,213.54555136,4006,45.523432,-122.676208,3377,12,192,423,67,4.1,-264,302,-2
"428",496,774,1,"",82,185,77.32022127,NA,NA,53.17523104,8,NA,92,0.375,0,82,0.5,NA,NA,0,0,0,0,39.725828,-76.328781,547,11.3,484,187,64,3.4,28,66,-5
"429",498,774,3,"",NA,NA,77.11934156,NA,NA,72.05487729,1.9,0.5,124,2.25,0,0,2.1,NA,NA,0,0,0,0,39.725828,-76.328781,547,11.3,484,187,64,3.4,28,66,-5
"430",499,774,4,"",277,155,71.39747497,NA,NA,45.87606089,4.9,0.9,312,3.857142857,0,67,0.2,NA,NA,0,0,0,0,39.725828,-76.328781,547,11.3,484,187,64,3.4,28,66,-5
"431",500,774,5,"",NA,NA,NA,NA,NA,NA,0.1,NA,NA,0,0,0,1.166666667,NA,NA,0,0,0,0,39.725828,-76.328781,547,11.3,484,187,64,3.4,28,66,-5
"432",501,775,1,"",180,105,69.75483263,0.097229029,129,33.86796734,71.8,NA,8,0.7,6,129,2.6,0,16,228.12,1,172.960232,39456,41.733124,-77.64193,298,7.3,494,133,60,-0.600000000000001,38,12,-9
"433",502,775,2,"",186,155,70.17699115,0.095424251,138,45.79581122,2,NA,146,0.6,1,61,0.6,7,0,0,1,102.57,0,41.733124,-77.64193,298,7.3,494,133,60,-0.600000000000001,38,12,-9
"434",503,775,3,"",187,95,70.7798618,0.12187889,130,48.87356332,8.2,NA,64,13,18,66,NA,0,11,28.02,1,189.59943304,5313,41.733124,-77.64193,298,7.3,494,133,60,-0.600000000000001,38,12,-9
"435",504,775,4,"",188,125,67.61904762,0.1161368,133,40.42193322,5,0.5,246,3.9,7,64,2.2,8,0,15,1,121.39174,1821,41.733124,-77.64193,298,7.3,494,133,60,-0.600000000000001,38,12,-9
"436",505,775,5,"",190,115,68.33184657,0.117855316,131,48.12488741,4.1,0.2,113,1.9,7,70,0,4,0,17,1,105.4592,1793,41.733124,-77.64193,298,7.3,494,133,60,-0.600000000000001,38,12,-9
"437",506,776,1,"",234,100,77.2797527,0.106026945,131,47.74456915,174.5,NA,54,1,8,154,0.7,1,0,292,1,257.72145664,75255,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"438",507,776,2,"",229,75,77.86209481,0.108635956,131,66.95636509,135.7,13.8,51,0.9,26,NA,0.1,51,0,274,1,307.6045012,84284,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"439",508,776,4,"",239,145,72.79327474,0.123771484,131,70.3131748,51.9,NA,117,1.3,20,130,0.2,5,0,177,1,235.3817242,41663,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"440",509,776,5,"",239,175,71.021611,0.117855316,131,51.77311552,212.2,18.2,93,8.7,17,173,0,84,0,432,1,204.158,88196,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"441",510,777,1,"",200,105,78.9845173,0.100343332,131,46.77773451,31.9,3.6,204,2.7,6,94,2.6,9,6,113.92,1,248.11937752,28266,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"442",511,777,2,"",193,160,56.62533431,0.115710298,131,42.06738953,93.1,12.1,31,1.9,8,119,0.4,36,11,291.02,1,212.00942896,61699,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"443",512,777,3,"",211,145,72.00911508,0.10211893,136,42.04486951,11.2,1.8,82,2.5,13,88,2.2,8,1,48.82,1,142.18,6941,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"444",514,777,5,"",199,125,74.52991453,0.12187889,131,48.06598302,18.5,1.7,18,0.9,30,182,0.5,9,13,68.66,1,237.06147712,16277,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11
"445",515,778,1,"",203,125,75.34751773,0.106026945,130,64.74840581,257.5,19.7,102,1.2,6,157,0.6,72,3,332.46,1,196.755124,65413,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"446",516,778,2,"",218,125,76.05633803,0.1,133,52.46480711,21.7,2.5,142,2.2,5,106,4.9,0,10,23.2,1,151.123472,3506,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"447",517,778,3,"",213,85,72.25054625,0.017609126,134,48.51131331,11.4,0.8,123,1.3,7,87,1.1,0,6,21.92,1,180.41321232,3955,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"448",518,778,4,"",212,115,75.88039867,0.123771484,130,50.2815725,52.3,NA,60,0.6,16,107,0.4,17,2,70.64,1,244.77784064,17291,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"449",519,778,5,"",NA,NA,NA,0.10326877,133,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0,0,0,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"450",520,779,1,"",204,110,77.5746496,0.090323706,132,76.10447311,68.8,7.1,72,1.4,8,127,1.8,13,3,121.46,1,154.015934,18707,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"451",521,779,2,"",201,80,77.05253035,0.12187889,131,53.68408493,18.6,11.3,95,0.9,3,135,0,22,7,168.74,1,171.3516,28914,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"452",522,779,3,"",205,130,74.39252336,0.077663334,134,62.18512767,27.1,3.3,70,1.1,15,100,0.9,21,3,44.46,1,252.17830276,11212,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"453",523,779,4,"",190,100,74.6179966,0.090323706,133,46.25430875,15.8,1.8,104,10.5,13,92,0.8,10,1,22.82,1,164.4713896,3753,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"454",524,779,5,"",207,145,72.04719305,0.115710298,131,52.08210627,116,10.2,78,1,9,122,1,36,4,209.28,1,213.478,44677,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10
"455",526,780,2,"",NA,115,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,35.045631,-85.309685,1113,14.9,524,257,61,7,68,136,-8
"456",528,780,4,"",NA,200,70.83333333,NA,NA,59.99985963,2.1,0.8,187,0.428571429,0,0,0.7,NA,NA,0,0,0,0,35.045631,-85.309685,1113,14.9,524,257,61,7,68,136,-8
"457",529,780,5,"A",282,105,68.61826698,0.038046142,207,49.99351766,4.9,0.4,164,11.71428571,0,82,0,NA,NA,0,0,0,0,35.045631,-85.309685,1113,14.9,524,257,61,7,68,136,-8
"458",530,780,5,"B",244,170,65.39351852,0.035218252,147,35.79754615,16.8,NA,185,11.7,0,99,0.1,0,0,39,1,152.898,5963,35.045631,-85.309685,1113,14.9,524,257,61,7,68,136,-8
"459",531,781,1,"",228,155,77.13163065,NA,145,57.41214638,126.3,10.7,182,6.8,0,123,0.6,0,0,360,1,245.53932192,88394,35.240081,-85.839699,1114,13.4,601,95,65,5.5,145,-26,-4
"460",532,781,2,"",229,140,76.61022576,0.120411998,131,50.6381794,113.5,7.8,78,2.8,5,159,0.8,0,0,178,1,260.2300558,46321,35.240081,-85.839699,1114,13.4,601,95,65,5.5,145,-26,-4
"461",533,781,3,"",228,130,70.60185185,0.084509804,134,52.22062251,37.4,4,178,0.9,10,127,0.8,0,0,77,1,174.8,13460,35.240081,-85.839699,1114,13.4,601,95,65,5.5,145,-26,-4
"462",534,781,4,"",229,180,72.15767635,0.090308999,134,64.06184033,22.3,2.5,98,1.3,9,120,0.3,10,0,22,1,274.58810296,6041,35.240081,-85.839699,1114,13.4,601,95,65,5.5,145,-26,-4
"463",535,782,1,"",208,105,79.09326425,0.113033377,135,50.21727382,79.5,5.7,79,1.9,10,103,0.1,13,0,211,1,204.08238684,43061,44.33782,-72.756264,543,5.6,524,82,59,-2.3,68,-39,-10
"464",536,782,2,"",204,125,76.83171151,0.077815125,134,58.61180317,47.7,3.6,42,1.7,9,100,0,12,2,138.64,1,167.94428256,23284,44.33782,-72.756264,543,5.6,524,82,59,-2.3,68,-39,-10
"465",538,782,4,"",203,105,73.06397306,0.081291336,135,45.92971711,27.9,NA,146,0.5,3,77,0.8,14,0,107,1,268.1519626,28692,44.33782,-72.756264,543,5.6,524,82,59,-2.3,68,-39,-10
"466",539,782,5,"",203,100,71.23236823,0.08646125,132,42.54594596,7.8,1.3,108,0.3,9,89,0.9,14,0,4,1,193.4100362,774,44.33782,-72.756264,543,5.6,524,82,59,-2.3,68,-39,-10
"467",540,783,1,"",269,135,76.95078031,0.047712125,136,62.63143242,0.5,NA,91,3.9,3,84,0.5,NA,NA,0,0,0,0,37.33,-76.669998,782,14.7,557,204,63,6.8,101,83,-6
"468",541,783,2,"",276,125,68.37606838,NA,NA,61.69663492,2.2,0.1,88,1,NA,NA,0.6,NA,NA,0,0,0,0,37.33,-76.669998,782,14.7,557,204,63,6.8,101,83,-6
"469",542,783,4,"",237,135,71.08745685,0.12734756,131,47.62875455,117.8,NA,6,1.5,2,130,0,0,0,172,1,122.233336,21024,37.33,-76.669998,782,14.7,557,204,63,6.8,101,83,-6
"470",543,784,1,"",231,65,82.52364296,0.106026945,131,51.13269287,207.6,NA,55,1.5,12,163,0.7,5,0,538,1,119.789632,64447,38.029306,-78.476677,672,13.4,531,230,60,5.5,75,109,-9
"471",544,784,2,"",234,89,74.01960784,0.106026945,130,53.57422664,45.5,4.2,8,1,8,130,0,3,0,127,1,160.121,20335,38.029306,-78.476677,672,13.4,531,230,60,5.5,75,109,-9
"472",546,784,3,"",NA,NA,NA,NA,132,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,0,0,0,38.029306,-78.476677,672,13.4,531,230,60,5.5,75,109,-9
"473",547,784,4,"",238,105,65.2892562,0.111111111,132,55.86046675,30.4,2.7,132,4,9,94,2.2,0,0,117,1,102.8962,12039,38.029306,-78.476677,672,13.4,531,230,60,5.5,75,109,-9
"474",548,784,5,"",229,145,74.23099246,0.115710298,133,50.99988068,13.8,1.4,77,0.9,3,113,1.2,0,0,37,1,134.3249176,4970,38.029306,-78.476677,672,13.4,531,230,60,5.5,75,109,-9
"475",549,785,1,"",193,100,76.51006711,0.093899782,131,44.173125,4,0.5,104,2.8,11,80,7.5,9,6,15.92,1,191.59462136,3050,37.514904,-76.984833,754,14.3,514,253,62,6.4,58,132,-7
"476",550,785,2,"",187,130,75.76134245,0.117855316,131,38.34951965,52.7,3.3,34,3.5,16,NA,5,6,11,192.02,1,246.9368,47417,37.514904,-76.984833,754,14.3,514,253,62,6.4,58,132,-7
"477",551,785,3,"",192,110,77.68899816,0.10326877,131,32.8618478,11.3,1.1,133,0.9,15,86,1.3,3,2,43.64,1,254.2257856,11094,37.514904,-76.984833,754,14.3,514,253,62,6.4,58,132,-7
"478",552,785,4,"",NA,140,74.55386649,0.084509804,135,50.02536067,16.7,2.4,246,1.7,2,74,0.5,5,4,8.28,1,310.8260524,2574,37.514904,-76.984833,754,14.3,514,253,62,6.4,58,132,-7
"479",553,785,5,"",190,145,71.21290994,0.12187889,132,45.24182964,13.8,1.3,72,0.6,2,110,1.2,3,10,48.2,1,210.7306038,10157,37.514904,-76.984833,754,14.3,514,253,62,6.4,58,132,-7
"480",554,786,1,"",248,65,77.2710419,0.132221929,134,57.79235927,54.6,NA,196,5,7,153,0.1,0,0,33,1,94.991908,3135,37.540725,-77.43605,786,13.9,494,271,61,6,38,150,-8
"481",555,786,2,"",248,110,78.4522003,0.065321251,139,71.72585959,19.6,2.3,100,7.9,3,120,0.3,0,0,23,1,122.97148,2828,37.540725,-77.43605,786,13.9,494,271,61,6,38,150,-8
"482",557,786,4,"",255,115,69.78193146,0.213513265,NA,62.03776955,NA,0.2,184,2.1,8,89,1.3,NA,NA,0,0,0,0,37.540725,-77.43605,786,13.9,494,271,61,6,38,150,-8
"483",558,786,5,"",248,165,69.77848101,0.093899782,132,64.58866468,14.1,2.4,112,4.7,11,125,0,2,0,22,1,124.239,2733,37.540725,-77.43605,786,13.9,494,271,61,6,38,150,-8
"484",559,787,1,"A",240,787,78.88888889,NA,NA,43.34426945,69.9,NA,134,1.125,0,0,NA,NA,NA,0,0,0,0,38.713452,-77.795273,608,12.5,495,237,61,4.6,39,116,-8
"485",560,787,1,"B",NA,NA,72.13114754,0.095424251,143,53.10332404,3,0.5,74,1.5,2,90,2.2,0,0,187,1,168.5102116,31511,38.713452,-77.795273,608,12.5,495,237,61,4.6,39,116,-8
"486",562,787,3,"",341,150,70.52132701,0.095424251,133,47.39880281,63.2,9.2,78,3.6,21,131,0.6,20,0,156,1,193.5973216,30201,38.713452,-77.795273,608,12.5,495,237,61,4.6,39,116,-8
"487",563,787,4,"",249,130,75.74827322,0.075257499,155,NA,6.5,0.7,112,1.2,0,64,0.4,NA,NA,0,0,0,0,38.713452,-77.795273,608,12.5,495,237,61,4.6,39,116,-8
"488",565,788,5,"1",196,135,68.47022188,NA,140,41.14186289,12.2,1,188,3.6,2,84,2.777777778,2,0,28,1,84.4426,2364,46.889947,-124.104134,3453,9.8,318,133,73,1.9,-138,12,4
"489",566,788,5,"2",240,90,75.29182879,NA,198,43.22499518,7.9,NA,211,1.3,0,70,2.6,0,0,4,1,145.977171875,584,46.889947,-124.104134,3453,9.8,318,133,73,1.9,-138,12,4
"490",567,789,1,"",196,140,75.50702028,0.082262521,132,33.01379414,7,0.4,40,1.5,10,89,0.3,1,9,16.38,1,203.93139352,3340,45.904559,-122.743988,3373,11.4,203,419,65,3.5,-253,298,-4
"491",568,789,2,"",187,110,74.30587164,NA,NA,44.04925196,28,2.4,232,1.6,NA,NA,2.2,16,11,45.02,1,254.08861384,11439,45.904559,-122.743988,3373,11.4,203,419,65,3.5,-253,298,-4
"492",569,789,3,"",192,200,73.63145721,0.100343332,132,48.3917537,14.9,1,210,0.8,5,100,7.8,7,15,50.3,1,514.8680202,25898,45.904559,-122.743988,3373,11.4,203,419,65,3.5,-253,298,-4
"493",570,789,4,"",195,195,72.85817135,0.05187675,130,40.13276252,3.8,0.2,134,3.5,5,70,0.9,0,6,13.92,1,209.06265,2910,45.904559,-122.743988,3373,11.4,203,419,65,3.5,-253,298,-4
"494",571,789,5,"",186,155,68.06603774,0.123771484,130,42.43101904,84.3,NA,143,1,7,120,1.3,28,6,328.92,1,128.01680608,42107,45.904559,-122.743988,3373,11.4,203,419,65,3.5,-253,298,-4
"495",572,790,1,"",196,150,77.80903525,0.108635956,132,48.87356332,38.6,4.4,102,0.8,5,121,0.4,44,2,53.64,1,201.53952736,10811,38.791397,-79.441299,582,9.3,452,224,58,1.4,-4,103,-11
"496",574,790,3,"",200,60,79.21946275,0.047712125,136,67.94101752,3.8,NA,115,1.4,4,62,0.75,0,0,15,1,224.14840276,3362,38.791397,-79.441299,582,9.3,452,224,58,1.4,-4,103,-11
"497",575,790,4,"",NA,105,82.56227758,NA,NA,79.17320186,3.7,1.5,93,0.7,0,0,1.9,NA,NA,0,0,0,0,38.791397,-79.441299,582,9.3,452,224,58,1.4,-4,103,-11
"498",576,791,1,"",201,120,77.67929089,0.05022329,132,NA,8.4,0.8,135,1.6,13,80,3.142857143,0,0,47,1,180.4852,8483,46.592443,-90.883797,933,4.9,459,145,58,-3,3,24,-11
"499",577,791,2,"",197,85,72.2323601,0.084509804,133,43.29648084,52.2,5.9,54,1.2,3,117,0,0,6,228.92,1,276.2194944,63232,46.592443,-90.883797,933,4.9,459,145,58,-3,3,24,-11
"500",578,791,3,"",196,120,72.63495457,0.060205999,135,52.88876515,16.4,NA,105,0.9,5,100,0.9,0,6,115.92,1,576.88905064,66873,46.592443,-90.883797,933,4.9,459,145,58,-3,3,24,-11
"501",579,791,4,"",201,150,75.99323753,0.049357513,NA,57.16143832,2.5,0.1,77,0.1,8,60,1,0,2,15.64,1,79.7127,1247,46.592443,-90.883797,933,4.9,459,145,58,-3,3,24,-11
"502",580,791,5,"",201,120,63.79310345,0.115710298,132,34.17746573,NA,NA,156,5.3,14,82,9.6,0,0,76,1,158.67587808,12059,46.592443,-90.883797,933,4.9,459,145,58,-3,3,24,-11
